date,hour,day_of_week,day_name,month,hospital,county,department,wait_time_mins,satisfaction_score,is_weekend
2023-03-11,14,5,Saturday,3,Coast General Hospital,Mombasa,Outpatient,27,5,1
2024-04-27,8,5,Saturday,4,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,27,5,1
2024-06-21,9,4,Friday,6,Pumwani Maternity Hospital,Nairobi,General Surgery,300,1,0
2023-04-22,12,5,Saturday,4,Coast General Hospital,Mombasa,Outpatient,20,5,1
2024-12-06,12,4,Friday,12,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,120,3,0
2023-11-21,9,1,Tuesday,11,Coast General Hospital,Mombasa,General Surgery,300,2,0
2023-05-13,13,5,Saturday,5,Moi Teaching & Referral Hospital,Eldoret,General Surgery,49,5,1
2024-10-09,11,2,Wednesday,10,Pumwani Maternity Hospital,Nairobi,General Surgery,194,1,0
2024-12-26,9,3,Thursday,12,Pumwani Maternity Hospital,Nairobi,Outpatient,182,1,0
2023-01-25,11,2,Wednesday,1,Kenyatta National Hospital,Nairobi,Maternity,51,5,0
2024-02-29,10,3,Thursday,2,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,54,5,0
2024-10-14,9,0,Monday,10,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,120,2,0
2023-03-11,10,5,Saturday,3,Coast General Hospital,Mombasa,General Surgery,97,3,1
2023-01-07,8,5,Saturday,1,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,29,5,1
2024-08-05,13,0,Monday,8,Kenyatta National Hospital,Nairobi,Maternity,93,2,0
2023-12-05,15,1,Tuesday,12,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,86,2,0
2024-10-23,8,2,Wednesday,10,Pumwani Maternity Hospital,Nairobi,Pediatrics,51,5,0
2023-12-10,11,6,Sunday,12,Moi Teaching & Referral Hospital,Eldoret,Outpatient,28,5,1
2024-08-01,14,3,Thursday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,100,4,0
2023-01-20,9,4,Friday,1,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,65,2,0
2023-06-02,9,4,Friday,6,Kenyatta National Hospital,Nairobi,Casualty/Emergency,115,3,0
2024-10-03,12,3,Thursday,10,Pumwani Maternity Hospital,Nairobi,General Surgery,172,3,0
2024-02-03,9,5,Saturday,2,Kenyatta National Hospital,Nairobi,Casualty/Emergency,37,5,1
2023-11-19,14,6,Sunday,11,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,15,4,1
2024-05-23,16,3,Thursday,5,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,48,4,0
2023-08-10,11,3,Thursday,8,Pumwani Maternity Hospital,Nairobi,Outpatient,159,2,0
2023-02-08,14,2,Wednesday,2,Kenyatta National Hospital,Nairobi,Pediatrics,75,4,0
2023-01-26,15,3,Thursday,1,Coast General Hospital,Mombasa,Maternity,95,2,0
2023-12-15,17,4,Friday,12,Coast General Hospital,Mombasa,Casualty/Emergency,26,5,0
2023-05-27,14,5,Saturday,5,Kenyatta National Hospital,Nairobi,General Surgery,73,4,1
2023-05-16,9,1,Tuesday,5,Kenyatta National Hospital,Nairobi,Pediatrics,142,2,0
2024-12-31,15,1,Tuesday,12,Kenyatta National Hospital,Nairobi,Outpatient,102,3,0
2023-02-15,13,2,Wednesday,2,Coast General Hospital,Mombasa,Outpatient,92,3,0
2024-04-23,16,1,Tuesday,4,Kenyatta National Hospital,Nairobi,General Surgery,122,3,0
2023-11-16,7,3,Thursday,11,Mama Lucy Kibaki Hospital,Nairobi,Maternity,44,4,0
2023-07-25,9,1,Tuesday,7,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,192,2,0
2024-03-27,13,2,Wednesday,3,Mama Lucy Kibaki Hospital,Nairobi,Maternity,38,3,0
2023-10-08,8,6,Sunday,10,Coast General Hospital,Mombasa,General Surgery,30,5,1
2023-04-15,9,5,Saturday,4,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,124,2,1
2023-10-05,8,3,Thursday,10,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,115,2,0
2023-06-25,8,6,Sunday,6,Coast General Hospital,Mombasa,Casualty/Emergency,5,5,1
2023-02-21,8,1,Tuesday,2,Moi Teaching & Referral Hospital,Eldoret,Outpatient,168,1,0
2024-01-28,7,6,Sunday,1,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,18,4,1
2024-12-22,12,6,Sunday,12,Coast General Hospital,Mombasa,Pediatrics,20,5,1
2023-11-16,10,3,Thursday,11,Pumwani Maternity Hospital,Nairobi,General Surgery,237,1,0
2024-04-21,12,6,Sunday,4,Kenyatta National Hospital,Nairobi,Pediatrics,20,4,1
2024-04-11,10,3,Thursday,4,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,115,2,0
2023-08-18,8,4,Friday,8,Coast General Hospital,Mombasa,Casualty/Emergency,85,3,0
2024-02-06,9,1,Tuesday,2,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,67,3,0
2024-05-14,7,1,Tuesday,5,Moi Teaching & Referral Hospital,Eldoret,Outpatient,65,3,0
2024-05-05,11,6,Sunday,5,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,12,5,1
2024-09-10,12,1,Tuesday,9,Coast General Hospital,Mombasa,Outpatient,90,3,0
2023-04-20,10,3,Thursday,4,Kenyatta National Hospital,Nairobi,Casualty/Emergency,71,4,0
2024-04-17,10,2,Wednesday,4,Moi Teaching & Referral Hospital,Eldoret,Maternity,75,4,0
2023-09-07,12,3,Thursday,9,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,62,2,0
2023-12-15,9,4,Friday,12,Coast General Hospital,Mombasa,Pediatrics,200,2,0
2024-08-03,14,5,Saturday,8,Coast General Hospital,Mombasa,Maternity,25,4,1
2024-11-09,13,5,Saturday,11,Coast General Hospital,Mombasa,Pediatrics,49,3,1
2024-08-29,12,3,Thursday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,129,1,0
2024-03-31,9,6,Sunday,3,Moi Teaching & Referral Hospital,Eldoret,Outpatient,53,5,1
2023-04-22,13,5,Saturday,4,Coast General Hospital,Mombasa,Pediatrics,55,4,1
2024-05-21,13,1,Tuesday,5,Kenyatta National Hospital,Nairobi,Outpatient,135,1,0
2023-05-23,16,1,Tuesday,5,Kenyatta National Hospital,Nairobi,Maternity,62,4,0
2023-06-02,11,4,Friday,6,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,183,3,0
2024-08-14,11,2,Wednesday,8,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,44,4,0
2024-08-06,14,1,Tuesday,8,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,101,4,0
2023-12-19,19,1,Tuesday,12,Coast General Hospital,Mombasa,Outpatient,20,5,0
2023-05-11,15,3,Thursday,5,Kenyatta National Hospital,Nairobi,Casualty/Emergency,22,4,0
2023-01-01,13,6,Sunday,1,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,26,5,1
2023-02-01,9,2,Wednesday,2,Coast General Hospital,Mombasa,Pediatrics,91,4,0
2023-11-22,14,2,Wednesday,11,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,67,3,0
2024-07-12,9,4,Friday,7,Pumwani Maternity Hospital,Nairobi,Pediatrics,183,1,0
2023-07-12,12,2,Wednesday,7,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,78,2,0
2023-10-23,19,0,Monday,10,Pumwani Maternity Hospital,Nairobi,Maternity,21,4,0
2023-03-15,13,2,Wednesday,3,Pumwani Maternity Hospital,Nairobi,Pediatrics,92,4,0
2024-03-23,18,5,Saturday,3,Pumwani Maternity Hospital,Nairobi,Outpatient,20,4,1
2024-10-19,15,5,Saturday,10,Moi Teaching & Referral Hospital,Eldoret,General Surgery,30,4,1
2024-09-30,9,0,Monday,9,Coast General Hospital,Mombasa,Pediatrics,161,3,0
2024-04-05,10,4,Friday,4,Pumwani Maternity Hospital,Nairobi,Maternity,121,2,0
2024-09-11,6,2,Wednesday,9,Moi Teaching & Referral Hospital,Eldoret,Maternity,10,5,0
2024-02-25,17,6,Sunday,2,Coast General Hospital,Mombasa,Casualty/Emergency,5,4,1
2023-02-08,12,2,Wednesday,2,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,118,4,0
2024-05-08,18,2,Wednesday,5,Kenyatta National Hospital,Nairobi,Maternity,19,5,0
2024-04-21,11,6,Sunday,4,Coast General Hospital,Mombasa,General Surgery,36,3,1
2023-09-09,11,5,Saturday,9,Kenyatta National Hospital,Nairobi,General Surgery,112,4,1
2023-11-16,13,3,Thursday,11,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,162,1,0
2024-04-25,11,3,Thursday,4,Moi Teaching & Referral Hospital,Eldoret,General Surgery,139,3,0
2023-12-06,10,2,Wednesday,12,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,37,3,0
2023-02-06,13,0,Monday,2,Coast General Hospital,Mombasa,Casualty/Emergency,68,4,0
2024-07-31,9,2,Wednesday,7,Moi Teaching & Referral Hospital,Eldoret,General Surgery,159,1,0
2024-08-09,7,4,Friday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,96,2,0
2023-10-21,11,5,Saturday,10,Pumwani Maternity Hospital,Nairobi,General Surgery,81,2,1
2023-10-12,9,3,Thursday,10,Coast General Hospital,Mombasa,Casualty/Emergency,63,3,0
2023-09-21,6,3,Thursday,9,Kenyatta National Hospital,Nairobi,General Surgery,30,3,0
2024-08-28,14,2,Wednesday,8,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,45,3,0
2023-09-25,14,0,Monday,9,Pumwani Maternity Hospital,Nairobi,Pediatrics,185,1,0
2024-06-24,15,0,Monday,6,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,77,2,0
2024-09-01,17,6,Sunday,9,Pumwani Maternity Hospital,Nairobi,Pediatrics,15,5,1
2024-01-28,9,6,Sunday,1,Moi Teaching & Referral Hospital,Eldoret,Maternity,34,3,1
2024-08-14,14,2,Wednesday,8,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,50,5,0
2023-09-28,14,3,Thursday,9,Kenyatta National Hospital,Nairobi,Outpatient,96,2,0
2024-04-20,10,5,Saturday,4,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,38,5,1
2024-06-29,9,5,Saturday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,31,4,1
2023-05-29,12,0,Monday,5,Moi Teaching & Referral Hospital,Eldoret,Outpatient,188,2,0
2024-04-04,10,3,Thursday,4,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,233,3,0
2023-02-12,8,6,Sunday,2,Coast General Hospital,Mombasa,Casualty/Emergency,10,5,1
2024-09-17,16,1,Tuesday,9,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,6,5,0
2023-10-01,15,6,Sunday,10,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,4,1
2024-04-17,14,2,Wednesday,4,Pumwani Maternity Hospital,Nairobi,General Surgery,128,1,0
2024-06-16,10,6,Sunday,6,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,7,4,1
2024-11-19,6,1,Tuesday,11,Kenyatta National Hospital,Nairobi,Outpatient,23,5,0
2023-04-11,11,1,Tuesday,4,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,52,3,0
2023-10-18,9,2,Wednesday,10,Kenyatta National Hospital,Nairobi,Outpatient,158,3,0
2023-04-05,7,2,Wednesday,4,Coast General Hospital,Mombasa,Maternity,29,4,0
2024-12-26,17,3,Thursday,12,Kenyatta National Hospital,Nairobi,General Surgery,42,3,0
2024-01-20,13,5,Saturday,1,Coast General Hospital,Mombasa,Maternity,52,3,1
2024-12-13,9,4,Friday,12,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,171,3,0
2023-03-19,13,6,Sunday,3,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,24,5,1
2023-09-21,8,3,Thursday,9,Kenyatta National Hospital,Nairobi,Casualty/Emergency,36,3,0
2024-01-27,10,5,Saturday,1,Kenyatta National Hospital,Nairobi,Casualty/Emergency,24,5,1
2023-07-02,11,6,Sunday,7,Moi Teaching & Referral Hospital,Eldoret,Maternity,14,5,1
2023-07-02,13,6,Sunday,7,Kenyatta National Hospital,Nairobi,Maternity,18,5,1
2023-08-12,13,5,Saturday,8,Kenyatta National Hospital,Nairobi,Pediatrics,73,4,1
2023-09-23,8,5,Saturday,9,Kenyatta National Hospital,Nairobi,Outpatient,38,5,1
2023-09-14,14,3,Thursday,9,Kenyatta National Hospital,Nairobi,Pediatrics,44,3,0
2024-10-30,13,2,Wednesday,10,Kenyatta National Hospital,Nairobi,Pediatrics,116,3,0
2023-06-05,13,0,Monday,6,Moi Teaching & Referral Hospital,Eldoret,General Surgery,242,1,0
2024-06-11,13,1,Tuesday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,90,3,0
2024-02-18,15,6,Sunday,2,Kenyatta National Hospital,Nairobi,General Surgery,36,3,1
2023-01-04,10,2,Wednesday,1,Moi Teaching & Referral Hospital,Eldoret,Outpatient,97,4,0
2024-07-02,17,1,Tuesday,7,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,31,5,0
2023-11-07,10,1,Tuesday,11,Kenyatta National Hospital,Nairobi,Casualty/Emergency,77,4,0
2023-12-15,8,4,Friday,12,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,57,5,0
2023-07-27,9,3,Thursday,7,Kenyatta National Hospital,Nairobi,Pediatrics,200,3,0
2023-07-15,9,5,Saturday,7,Moi Teaching & Referral Hospital,Eldoret,Outpatient,66,4,1
2024-12-06,10,4,Friday,12,Kenyatta National Hospital,Nairobi,Pediatrics,193,3,0
2023-07-14,8,4,Friday,7,Pumwani Maternity Hospital,Nairobi,Outpatient,188,3,0
2024-08-30,9,4,Friday,8,Moi Teaching & Referral Hospital,Eldoret,Outpatient,240,3,0
2024-10-20,10,6,Sunday,10,Coast General Hospital,Mombasa,Pediatrics,43,3,1
2023-02-07,10,1,Tuesday,2,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,167,2,0
2023-05-02,9,1,Tuesday,5,Coast General Hospital,Mombasa,Pediatrics,121,3,0
2024-07-03,8,2,Wednesday,7,Coast General Hospital,Mombasa,Maternity,81,2,0
2023-02-07,14,1,Tuesday,2,Moi Teaching & Referral Hospital,Eldoret,Outpatient,96,3,0
2024-09-25,7,2,Wednesday,9,Pumwani Maternity Hospital,Nairobi,Outpatient,69,2,0
2024-10-09,7,2,Wednesday,10,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,44,4,0
2024-09-17,9,1,Tuesday,9,Coast General Hospital,Mombasa,Outpatient,168,1,0
2023-04-27,11,3,Thursday,4,Coast General Hospital,Mombasa,Maternity,82,2,0
2023-07-27,10,3,Thursday,7,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,33,3,0
2024-12-01,12,6,Sunday,12,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,6,4,1
2023-02-16,12,3,Thursday,2,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,132,1,0
2023-10-08,8,6,Sunday,10,Moi Teaching & Referral Hospital,Eldoret,Maternity,17,5,1
2024-07-20,8,5,Saturday,7,Pumwani Maternity Hospital,Nairobi,General Surgery,59,3,1
2023-05-17,8,2,Wednesday,5,Coast General Hospital,Mombasa,Pediatrics,104,2,0
2023-01-17,16,1,Tuesday,1,Kenyatta National Hospital,Nairobi,Outpatient,102,2,0
2023-07-03,17,0,Monday,7,Coast General Hospital,Mombasa,Casualty/Emergency,35,4,0
2024-12-11,15,2,Wednesday,12,Moi Teaching & Referral Hospital,Eldoret,Maternity,60,2,0
2023-05-27,13,5,Saturday,5,Coast General Hospital,Mombasa,Pediatrics,37,4,1
2023-09-02,17,5,Saturday,9,Coast General Hospital,Mombasa,Outpatient,20,4,1
2024-05-26,13,6,Sunday,5,Kenyatta National Hospital,Nairobi,Casualty/Emergency,16,5,1
2024-03-04,6,0,Monday,3,Pumwani Maternity Hospital,Nairobi,Maternity,19,4,0
2024-06-26,18,2,Wednesday,6,Coast General Hospital,Mombasa,Casualty/Emergency,7,4,0
2024-04-20,14,5,Saturday,4,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,28,4,1
2023-07-18,8,1,Tuesday,7,Pumwani Maternity Hospital,Nairobi,Pediatrics,147,2,0
2023-06-30,8,4,Friday,6,Kenyatta National Hospital,Nairobi,Outpatient,196,3,0
2024-01-08,9,0,Monday,1,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,120,2,0
2024-09-23,15,0,Monday,9,Moi Teaching & Referral Hospital,Eldoret,Outpatient,113,2,0
2023-02-23,17,3,Thursday,2,Pumwani Maternity Hospital,Nairobi,Maternity,38,3,0
2024-05-11,11,5,Saturday,5,Kenyatta National Hospital,Nairobi,Maternity,39,5,1
2024-03-31,12,6,Sunday,3,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,21,4,1
2024-11-24,16,6,Sunday,11,Pumwani Maternity Hospital,Nairobi,Outpatient,23,5,1
2023-08-22,8,1,Tuesday,8,Moi Teaching & Referral Hospital,Eldoret,Maternity,116,3,0
2023-08-14,8,0,Monday,8,Coast General Hospital,Mombasa,Pediatrics,200,1,0
2024-03-22,8,4,Friday,3,Coast General Hospital,Mombasa,Pediatrics,190,1,0
2024-02-01,10,3,Thursday,2,Moi Teaching & Referral Hospital,Eldoret,Maternity,84,4,0
2024-01-03,18,2,Wednesday,1,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,6,4,0
2023-02-02,13,3,Thursday,2,Kenyatta National Hospital,Nairobi,Casualty/Emergency,31,3,0
2023-04-24,15,0,Monday,4,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,47,3,0
2023-12-18,9,0,Monday,12,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,300,1,0
2024-10-15,17,1,Tuesday,10,Pumwani Maternity Hospital,Nairobi,General Surgery,47,5,0
2023-08-24,8,3,Thursday,8,Coast General Hospital,Mombasa,Pediatrics,100,2,0
2024-08-28,11,2,Wednesday,8,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,34,3,0
2024-03-14,14,3,Thursday,3,Pumwani Maternity Hospital,Nairobi,Maternity,75,3,0
2024-03-20,12,2,Wednesday,3,Coast General Hospital,Mombasa,Maternity,67,4,0
2023-01-06,10,4,Friday,1,Kenyatta National Hospital,Nairobi,Outpatient,239,2,0
2024-05-31,7,4,Friday,5,Coast General Hospital,Mombasa,Pediatrics,47,4,0
2024-12-14,15,5,Saturday,12,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,33,3,1
2023-03-27,12,0,Monday,3,Kenyatta National Hospital,Nairobi,Pediatrics,146,1,0
2023-05-16,10,1,Tuesday,5,Pumwani Maternity Hospital,Nairobi,Outpatient,153,1,0
2024-05-06,13,0,Monday,5,Pumwani Maternity Hospital,Nairobi,Pediatrics,200,3,0
2024-08-20,7,1,Tuesday,8,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,57,3,0
2024-12-21,10,5,Saturday,12,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,72,4,1
2024-10-10,6,3,Thursday,10,Kenyatta National Hospital,Nairobi,Pediatrics,19,5,0
2024-06-27,7,3,Thursday,6,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,27,4,0
2024-12-02,8,0,Monday,12,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,227,3,0
2024-11-21,10,3,Thursday,11,Kenyatta National Hospital,Nairobi,Outpatient,87,3,0
2024-01-10,11,2,Wednesday,1,Kenyatta National Hospital,Nairobi,Casualty/Emergency,42,4,0
2023-06-29,13,3,Thursday,6,Kenyatta National Hospital,Nairobi,General Surgery,125,3,0
2023-07-29,8,5,Saturday,7,Mama Lucy Kibaki Hospital,Nairobi,Maternity,36,5,1
2023-04-27,13,3,Thursday,4,Coast General Hospital,Mombasa,Maternity,91,4,0
2023-08-19,10,5,Saturday,8,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,130,3,1
2024-03-09,9,5,Saturday,3,Kenyatta National Hospital,Nairobi,Casualty/Emergency,31,4,1
2024-04-08,11,0,Monday,4,Coast General Hospital,Mombasa,Outpatient,212,2,0
2024-12-27,12,4,Friday,12,Coast General Hospital,Mombasa,Casualty/Emergency,76,3,0
2024-09-27,10,4,Friday,9,Kenyatta National Hospital,Nairobi,Maternity,135,2,0
2023-03-31,8,4,Friday,3,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,119,2,0
2023-04-22,8,5,Saturday,4,Kenyatta National Hospital,Nairobi,Maternity,50,4,1
2023-06-04,16,6,Sunday,6,Coast General Hospital,Mombasa,Outpatient,20,5,1
2024-03-02,18,5,Saturday,3,Coast General Hospital,Mombasa,Maternity,10,5,1
2023-12-22,10,4,Friday,12,Kenyatta National Hospital,Nairobi,Casualty/Emergency,82,2,0
2023-03-06,7,0,Monday,3,Pumwani Maternity Hospital,Nairobi,General Surgery,159,3,0
2023-12-10,10,6,Sunday,12,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,16,5,1
2024-08-30,13,4,Friday,8,Coast General Hospital,Mombasa,General Surgery,198,2,0
2024-04-13,9,5,Saturday,4,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,19,4,1
2023-09-24,9,6,Sunday,9,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,14,4,1
2023-06-01,10,3,Thursday,6,Moi Teaching & Referral Hospital,Eldoret,Maternity,70,4,0
2023-06-14,14,2,Wednesday,6,Mama Lucy Kibaki Hospital,Nairobi,Maternity,47,3,0
2024-12-26,13,3,Thursday,12,Pumwani Maternity Hospital,Nairobi,Maternity,91,2,0
2023-04-30,7,6,Sunday,4,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,30,3,1
2024-03-27,9,2,Wednesday,3,Pumwani Maternity Hospital,Nairobi,Maternity,100,4,0
2024-12-25,7,2,Wednesday,12,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,10,4,0
2024-01-17,11,2,Wednesday,1,Pumwani Maternity Hospital,Nairobi,General Surgery,146,2,0
2023-05-05,16,4,Friday,5,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,97,2,0
2024-04-14,17,6,Sunday,4,Pumwani Maternity Hospital,Nairobi,Outpatient,20,5,1
2024-10-24,13,3,Thursday,10,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,43,5,0
2024-11-13,8,2,Wednesday,11,Coast General Hospital,Mombasa,Pediatrics,90,3,0
2024-12-06,8,4,Friday,12,Moi Teaching & Referral Hospital,Eldoret,Outpatient,132,1,0
2024-11-25,12,0,Monday,11,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,193,2,0
2024-09-24,15,1,Tuesday,9,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,36,3,0
2023-12-01,7,4,Friday,12,Pumwani Maternity Hospital,Nairobi,General Surgery,103,4,0
2023-08-16,14,2,Wednesday,8,Mama Lucy Kibaki Hospital,Nairobi,Maternity,42,3,0
2023-03-27,12,0,Monday,3,Moi Teaching & Referral Hospital,Eldoret,Outpatient,140,3,0
2024-02-08,9,3,Thursday,2,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,262,3,0
2024-06-07,17,4,Friday,6,Mama Lucy Kibaki Hospital,Nairobi,Pediatrics,44,3,0
2024-03-13,10,2,Wednesday,3,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,180,2,0
2023-12-20,10,2,Wednesday,12,Moi Teaching & Referral Hospital,Eldoret,General Surgery,139,1,0
2023-08-09,14,2,Wednesday,8,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,76,3,0
2023-10-23,8,0,Monday,10,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,200,1,0
2024-08-24,12,5,Saturday,8,Pumwani Maternity Hospital,Nairobi,Maternity,18,5,1
2024-05-01,19,2,Wednesday,5,Coast General Hospital,Mombasa,Casualty/Emergency,5,4,0
2024-08-27,14,1,Tuesday,8,Kenyatta National Hospital,Nairobi,Outpatient,65,3,0
2024-10-16,16,2,Wednesday,10,Moi Teaching & Referral Hospital,Eldoret,Maternity,49,5,0
2024-04-18,14,3,Thursday,4,Pumwani Maternity Hospital,Nairobi,Maternity,57,3,0
2024-01-26,9,4,Friday,1,Moi Teaching & Referral Hospital,Eldoret,Outpatient,240,2,0
2024-08-22,9,3,Thursday,8,Coast General Hospital,Mombasa,Pediatrics,112,2,0
2023-01-28,14,5,Saturday,1,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,21,5,1
2024-10-17,15,3,Thursday,10,Moi Teaching & Referral Hospital,Eldoret,Outpatient,123,3,0
2024-11-12,16,1,Tuesday,11,Moi Teaching & Referral Hospital,Eldoret,Maternity,80,3,0
2024-12-05,13,3,Thursday,12,Kenyatta National Hospital,Nairobi,Outpatient,188,2,0
2024-05-19,19,6,Sunday,5,Kenyatta National Hospital,Nairobi,General Surgery,30,5,1
2024-01-06,12,5,Saturday,1,Coast General Hospital,Mombasa,Pediatrics,52,4,1
2024-10-05,13,5,Saturday,10,Kenyatta National Hospital,Nairobi,Casualty/Emergency,26,4,1
2023-09-23,8,5,Saturday,9,Kenyatta National Hospital,Nairobi,Maternity,53,4,1
2024-04-17,16,2,Wednesday,4,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,17,4,0
2023-02-24,9,4,Friday,2,Moi Teaching & Referral Hospital,Eldoret,Casualty/Emergency,63,2,0
2023-10-24,9,1,Tuesday,10,Kenyatta National Hospital,Nairobi,General Surgery,251,1,0
2024-10-05,9,5,Saturday,10,Kenyatta National Hospital,Nairobi,General Surgery,102,2,1
2024-07-10,10,2,Wednesday,7,Mama Lucy Kibaki Hospital,Nairobi,Casualty/Emergency,39,4,0
2024-12-02,13,0,Monday,12,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,235,3,0
2024-08-16,10,4,Friday,8,Pumwani Maternity Hospital,Nairobi,Outpatient,240,1,0
2024-06-14,9,4,Friday,6,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,184,2,0
2023-06-16,8,4,Friday,6,Pumwani Maternity Hospital,Nairobi,General Surgery,300,1,0
2023-07-12,14,2,Wednesday,7,Coast General Hospital,Mombasa,General Surgery,75,4,0
2024-06-22,15,5,Saturday,6,Coast General Hospital,Mombasa,Outpatient,39,4,1
2024-04-16,16,1,Tuesday,4,Kenyatta National Hospital,Nairobi,Maternity,39,3,0
2024-05-06,10,0,Monday,5,Mama Lucy Kibaki Hospital,Nairobi,Maternity,69,3,0
2024-09-03,11,1,Tuesday,9,Mama Lucy Kibaki Hospital,Nairobi,Maternity,88,4,0
2023-11-08,7,2,Wednesday,11,Kenyatta National Hospital,Nairobi,Maternity,27,4,0
2024-12-11,8,2,Wednesday,12,Pumwani Maternity Hospital,Nairobi,Casualty/Emergency,61,2,0
2023-08-03,8,3,Thursday,8,Kenyatta National Hospital,Nairobi,Pediatrics,128,3,0
2023-04-25,8,1,Tuesday,4,Moi Teaching & Referral Hospital,Eldoret,Pediatrics,87,2,0
2023-07-21,8,4,Friday,7,Coast General Hospital,Mombasa,General Surgery,300,1,0
2024-04-25,8,3,Thursday,4,Mama Lucy Kibaki Hospital,Nairobi,Outpatient,177,1,0
2023-11-05,13,6,Sunday,11,Kenyatta National Hospital,Nairobi,Outpatient,34,5,1
2023-07-30,12,6,Sunday,7,Pumwani Maternity Hospital,Nairobi,Maternity,15,5,1
2023-01-30,8,0,Monday,1,Mama Lucy Kibaki Hospital,Nairobi,General Surgery,205,2,0
